,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,airline,text
637,570235195934117889,negative,1.0,Flight Attendant Complaints,United,@united ours in July. You have ZERO excuses for this. You have an out-of-date system that causes problems like this.
638,570234996562112512,negative,1.0,Can't Tell,United,@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought
639,570234734942523393,negative,0.6501,Customer Service Issue,United,@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.
640,570234650448125952,negative,1.0,Customer Service Issue,United,".@united it will be because I'm moving to @AmericanAir because of @united talk, no service"
641,570232726206312448,neutral,1.0,0,United,@united please be good to me this weekend!
642,570232659282145280,negative,1.0,Customer Service Issue,United,"@united I asked a legitimate question about systemwide vs. localized problems, and got back an unreLate Flightd copy/paste. You can do better."
643,570232533272567813,negative,1.0,Lost Luggage,United,@united what time? Who can I call. I need my skis. I will go to the airport and get them. No more faith in United.
644,570232477618442241,negative,0.6611,Can't Tell,United,@united I see you guys are at it again. Amazing how one company continually makes mistakes yet fails to be held accountable for their error
645,570230752476049408,neutral,1.0,0,United,@united A Tourist Wonder: Super Tides and Tide of the Century at French and U.K coasts: http://t.co/gXdqORtsS0
646,570230059170004994,negative,0.6894,Late Flight,United,@united Yeah sorry but there's always a problem with United. And you have an international reputation for having problems.
647,570229936285331457,neutral,0.6714,0,United,@united yall should probably work on that.
648,570229842626478081,negative,1.0,Can't Tell,United,"@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused"
649,570229480821628928,negative,0.6692,Can't Tell,United,@united I wonder if sharing all this on FB and insta would produce a number. 140 characters really limits my story telling.
650,570229133445242880,negative,1.0,Flight Attendant Complaints,United,@united so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?
651,570228446053470208,negative,1.0,Customer Service Issue,United,@united Could this email be resent as it doesnt appear to have arrived.
652,570227149682155520,neutral,1.0,0,United,@united yes please! Trying to get to POP- in Newark now....
653,570226164146397184,negative,0.6923,Customer Service Issue,United,@united you have to follow me in order for me to DM...come on now
654,570225191458111489,negative,1.0,Bad Flight,United,"@united $25 United coupon to make up for broken entertainment system on a 9-hour flight, seriously? #Ridiculousness #learncustomerservice"
655,570224727047872514,negative,1.0,Lost Luggage,United,@united So they didn't drop my bag overnight &amp; now I'm leaving for a week. This is why you were supposed to hold on to the bag....
656,570223703285477376,negative,1.0,Customer Service Issue,United,@united I did DM the details but still no response. I have to book today.
657,570222630525014017,neutral,1.0,0,United,@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏
658,570219942961922048,neutral,0.6629999999999999,0,United,@united can someone please explain the process of of what happens to property found on a plane after passengers leave at Heathrow ?
659,570217606025748480,negative,1.0,Customer Service Issue,United,@united not able to DM you my confirmation number
660,570217145428090880,negative,0.7125,Late Flight,United,"@united I've sent the message, let me know if you got it. I'm not very twitter-literate. Also, is he REALLY going to be stuck for 18hrs?"
661,570216086173581312,negative,1.0,Customer Service Issue,United,@united very unhappy at no response to complaint emailed on 2nd Feb ref.8441639. Awful customer service!
662,570215359963406337,neutral,0.6735,0,United,@united DM does not work what do I do?
663,570214660638511104,positive,0.6632,0,United,@united private jet would have been cool! Do does not work. I'll try again
664,570212246053220352,negative,0.6832,Flight Booking Problems,United,@united we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!
665,570211810038521856,negative,1.0,Late Flight,United,@united common!! keep your paper work ready and don't delay our flights(#1585)and meetings @ChooseChicago
666,570211313072238592,neutral,1.0,0,United,@united how about 3659 YUL-ORD?
667,570210970330669056,negative,0.6392,Late Flight,United,"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx"
668,570210145239592960,negative,0.6535,Late Flight,United,@united 1k and had problem getting out of FLL to IAH  sent DM to you about making my connection  please let me know
669,570209482090917888,neutral,0.35200000000000004,0,United,@united Done and done
670,570208036314222592,positive,1.0,0,United,"@united thanks, just sent :)"
671,570205880504815616,negative,0.6421,Cancelled Flight,United,"@united I'm grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?"
672,570204900375687168,negative,1.0,Can't Tell,United,@united I'm so frustrated and nervous because of this.
673,570204730745421826,negative,1.0,Flight Attendant Complaints,United,@united are the ones who make it difficult for me.
674,570204649363341312,negative,0.6771,Bad Flight,United,@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You
675,570203218686423041,negative,1.0,Cancelled Flight,United,@united how does it get Cancelled Flightled 10 hours before take off?
676,570201707621146624,negative,1.0,Can't Tell,United,"@united This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?"
677,570201440704028672,negative,0.6515,Bad Flight,United,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?
678,570200756827000832,negative,1.0,Can't Tell,United,@united I'm seeking to go 2 client. B/c u cant get me there I need refund. I filled out form not confident it works if past is an indication
679,570197589280366592,neutral,0.3433,0,United,.Thnx for the response @united bot. It seems this 'improvement' could be easily attained. Is your 1st Class service really only worth $50?
680,570196530566701056,positive,0.6667,0,United,"@united has unrivalled access to #California with flights to the U.S. from 7 UK airports, with nonstop or one-stop connections year-round"
681,570196424043814912,neutral,0.6765,0,United,"@united booked award tix on ThaiAirways but I'm not seeing a conf# for them, just the United Flight Booking Problems#. Can you get get the Thai# for me?"
682,570189291990728704,negative,1.0,Customer Service Issue,United,@united Luckily I made my flights this time but was so disappointed with the lack of communication :(
683,570188934564737024,negative,1.0,Cancelled Flight,United,@united checking to see why flight 3466 (atl-ord) got Cancelled Flighted?
684,570188838775103488,negative,1.0,Customer Service Issue,United,@united service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.
685,570188684881821696,negative,1.0,Bad Flight,United,@united Booked a flight home over 7 months ago and requested seats together for my fiancée and I. We got 2 middle seats. UNACCEPTABLE. The
686,570188353984958464,negative,1.0,Can't Tell,United,@united YOU GUYS ARE HORRIBLE.
687,570187940221071360,positive,0.6455,0,United,@united thnx for the info
688,570187080426397696,negative,1.0,Customer Service Issue,United,@united Why do I have to pay $ 17 for wifi with an international business ticket?  #pennypincher
689,570185687569469440,negative,1.0,Lost Luggage,United,"@united ok. To top things off, you've lost my luggage. Could you get ANY worse??? #UnitedAirlines"
690,570183702224834560,positive,1.0,0,United,@united kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic...
691,570182980142022656,negative,1.0,Damaged Luggage,United,@united AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel
692,570181906492297216,neutral,1.0,0,United,@united is flight 587 from DFW to ORD currently on-time? I see an advisory that DFW may be affected by weather
693,570179158594220032,negative,1.0,Can't Tell,United,@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC
694,570177593250582528,negative,1.0,Late Flight,United,@United flight delayed-no one remembered to turn the heat on flight 559 leaving ORD-seriously???
695,570176998355701760,positive,1.0,0,United,@united another awesome new plane flight 1584 and extremely nice Captain Steve Connolly.
696,570175761468030977,negative,1.0,Customer Service Issue,United,@united to speak to a real person to get this resolved politely and efficiently. (2/2)
697,570175669096882176,negative,0.6296,Customer Service Issue,United,"@united I hadn't filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like(1/2)"
698,570175513035214848,negative,1.0,Lost Luggage,United,@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines
699,570175238815657984,positive,0.7141,0,United,@united Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational :)
700,570175202807586816,negative,1.0,Customer Service Issue,United,@united hence why I've been asking for the customer service phone number so I can speak to a real person to get this sorted out
701,570173090774294528,negative,1.0,Lost Luggage,United,@united did our bags leave Washington yet? That would be convenient seeing as we left there a day ago. #UnitedAirlines #lostluggage
702,570172921102143488,neutral,1.0,0,United,@united so if I'm flying 1st class just one leg to Chicago but not on my long flight to China am I still able to use the lounge in Chicago
703,570169567374401536,negative,0.7115,Customer Service Issue,United,"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim"
704,570165459783450624,negative,0.6635,Lost Luggage,United,@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.
705,570164810144481280,neutral,0.6762,0,United,@united Okay thank you
706,570163662100549634,neutral,0.6904,0,United,@united I've filed the claim but have no way of calling for updates. Is there another way to do this?
707,570163259560452097,negative,1.0,Customer Service Issue,United,@united pls properly train your agents. Requested to speak to 1k customer service &amp; was transferred to a dead end. Not even open at this hr
708,570160394494480384,negative,1.0,Lost Luggage,United,@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....
709,570160277934747648,positive,1.0,0,United,@united Thank you for the cheese platter and abundance of entertainment options. Time just flew by.
710,570160120698679296,negative,1.0,Customer Service Issue,United,"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN"
711,570159741441335296,negative,0.6775,Customer Service Issue,United,@united terminal at MIA should have food open before 5am esp when there are flights at 6am. Two hours early like recommended. Can't eat.
712,570151698489954304,negative,1.0,Late Flight,United,@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome
713,570151672070205440,negative,1.0,Customer Service Issue,United,"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines"
714,570144025451339776,negative,0.69,Lost Luggage,United,@united how we looking on getting those bags to Lusaka
715,570143097809707008,negative,1.0,Lost Luggage,United,@united Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!
716,570142263290011649,positive,1.0,0,United,@united thank you. Been trying for two days to set this up.
717,570138826032713729,negative,1.0,Can't Tell,United,@united just 1 last thing. U guys shouldn't be charging $ for drinks on a transatlantic flight
718,570136977074491392,negative,1.0,Can't Tell,United,@united LHR arrival lounge #fail. Waited 20 mins for shower then left to find hotel. U know how many passengers u carry. Planning???
719,570135557151580160,neutral,0.6376,0,United,@united Any luck with finalizing my reservation? I DM'd information to you. Please let me know what else you need. Want to confirm ASAP. Thx
720,570129828969459712,negative,1.0,Cancelled Flight,United,@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...
721,570126668922294272,positive,1.0,0,United,@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer
722,570122958695477248,positive,1.0,0,United,@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care
723,570121588487663616,positive,1.0,0,United,"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!"
724,570121361953202178,negative,1.0,Flight Attendant Complaints,United,"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room..."
725,570121135603486720,neutral,0.6429,0,United,@united keep me updated. Let me know that the bags make the flight to j-burg
726,570119457286328320,negative,1.0,Lost Luggage,United,"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!"
727,570119247982137344,negative,1.0,Lost Luggage,United,@united thanks United I understand that. But he would actually like his own bag back! What have you done with it?! He also wants the money..
728,570116209263427584,negative,1.0,Customer Service Issue,United,"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United."
729,570115452568891392,negative,1.0,Late Flight,United,"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here."
730,570115366023770112,negative,1.0,Customer Service Issue,United,@united Thanks for the lack of help and the canned response from the 1K desk!
731,570115302991777792,negative,1.0,Bad Flight,United,@united   It's too bad UA has had another unforeseeable operational issue on my return flight.
732,570115243747074048,neutral,1.0,0,United,@united I would like to know what's going on before his current flight lands.
733,570114536448995328,negative,1.0,Lost Luggage,United,@united if I pay you $25 and $35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?
734,570110386827087872,negative,1.0,Cancelled Flight,United,@united so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave! #FAIL
735,570109851709218816,positive,1.0,0,United,@united you are one great airline ❤️
736,570108801711341568,negative,1.0,Customer Service Issue,United,@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required
737,570108724636831745,negative,0.6721,Customer Service Issue,United,@lindaSWC @united:  We don't like to hear you had a poor experience. Please share details w/our Customer Care team http://t.co/HIsc4NdMgZ.
738,570107683027718144,negative,1.0,Late Flight,United,@united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight. Getting runaround for 3 hrs. Each employee blaming  previous 1.
739,570106900970221568,neutral,0.6738,0,United,@united This is NOT a local UNITED number for Malaysia   0011 800-55558000. What is your local United Airlines here in Kuala Lumpur ( KUL )?
740,570106717490393088,negative,0.6632,Lost Luggage,United,@united okay ase24766m. Find our luggage.
741,570106573395087362,negative,0.6633,Customer Service Issue,United,@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...
742,570106249024446464,neutral,0.6759999999999999,0,United,"@united I send you an urgent message via eservice@united.com.  BG0KWM   Narayanan. Please respond ASAP. Also, NO local United Tel # @ KUL"
743,570105665093369856,neutral,1.0,0,United,@united thanks! Will you guys be getting the A380s anytime soon?
744,570105441688158208,negative,0.6492,Lost Luggage,United,@united But they are not... lady one phone says its in tel aviv. Tel Aviv united says its in Newark. No one knows and I have nothing...
745,570105020999344128,positive,1.0,0,United,“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!
746,570104913390206976,negative,1.0,Lost Luggage,United,"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!"
747,570104743747416064,negative,0.6667,Customer Service Issue,United,@united what is that going to do for you? Nothing just like you always do
748,570102725842575360,neutral,1.0,0,United,@united I sent in my feedback.  Thank you.
749,570101817041747968,negative,0.6438,Can't Tell,United,@united plus what about food? And taxis?
750,570101670882840576,negative,0.6737,Can't Tell,United,@united you are offering us 8 rooms for 32 people #FAIL
751,570100438487314432,negative,1.0,Flight Attendant Complaints,United,@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing
752,570100214733737985,negative,0.3579,Customer Service Issue,United,@united The bright side would be keeping the promise that was made to me. Hope you're having a good night. Thanks.
753,570099762709581824,neutral,0.7065,0,United,@united yes I do.
754,570099717314457600,negative,1.0,Customer Service Issue,United,@united I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything #fail
755,570097432383651840,negative,1.0,Late Flight,United,@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.
756,570096582546165760,negative,1.0,Can't Tell,United,@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines
757,570096448571731968,negative,1.0,Customer Service Issue,United,"@united Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days."""
758,570095499287506946,positive,1.0,0,United,@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!
759,570095172303900672,negative,1.0,Flight Booking Problems,United,"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket."
760,570093170874302464,neutral,1.0,0,United,@united Deep Vein thrombosis
761,570092741654401024,negative,1.0,Customer Service Issue,United,"@united at its worse. Can't figure how to pack plane, screws up connectns then claims no hotl rooms in San Fran for stranded pax. Way to go!"
762,570092599316389888,negative,1.0,Late Flight,United,@united 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night @ hou airport. Wtf??!! http://t.co/ZfqMpGXVS6
763,570092196247969796,negative,1.0,Late Flight,United,"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier"
764,570091216013955073,negative,1.0,Lost Luggage,United,@united Lost bag process is broken. Agent promised they'd call &amp; hold my bag when found. Now they're waking me at 3am w/ delivery. #fail
765,570091109675769856,negative,1.0,Cancelled Flight,United,@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.
766,570091033368899584,neutral,0.6373,0,United,@united unfortunately still on the Tarmac at @fly2ohare and definitely missing my ride from @flypdx #GonnaBeALongNight
767,570090102195486722,negative,0.6641,Customer Service Issue,United,“@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KN” I was finally able to secure my seat. Thx
768,570088980278059008,neutral,1.0,0,United,@united what time does check in open for flight no UA80 from Manchester to Newark today ?
769,570087435759185920,negative,1.0,Late Flight,United,"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed."
770,570087270524411904,neutral,1.0,0,United,@united DM sent
771,570087006593642496,negative,1.0,Late Flight,United,@united yea get me to phoenix already. Delays all day with you people. It's bullshit.
772,570086475989061632,negative,1.0,Late Flight,United,"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights."
773,570086399627685888,positive,1.0,0,United,"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)"
774,570085628576202752,negative,1.0,Damaged Luggage,United,@united that's unfortunate. The @Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture
775,570085589011148801,positive,1.0,0,United,@united But thanks for asking
776,570085448271335424,negative,1.0,Cancelled Flight,United,@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.
777,570085056401838081,negative,1.0,Lost Luggage,United,@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.
778,570083898031513600,negative,1.0,Can't Tell,United,@united I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B
779,570083397873373184,negative,1.0,Flight Attendant Complaints,United,"@united In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away."
780,570083363169669121,neutral,0.6842,0,United,"@united Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly."
781,570083063331319808,positive,1.0,0,United,@united you too!
782,570082960700870656,positive,1.0,0,United,@united is my favorite airline.
783,570082564502728704,negative,0.6354,Can't Tell,United,@united seriously #fail on making strangers share a room
784,570082243596591104,neutral,0.6533,0,United,@united @luke_mcintosh68 nah you wouldn't
785,570081568733192192,negative,0.6563,Lost Luggage,United,@united we needed them here asap. Will they make it on today's flight?
786,570081552891125760,negative,1.0,Customer Service Issue,United,@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why
787,570081411715059712,neutral,1.0,0,United,@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?
788,570081213404180480,neutral,0.6489,0,United,@united I sent the message. Let me know ASAP.
789,570080863720878081,negative,1.0,Flight Attendant Complaints,United,@united why would they make me share a room?
790,570079868253298688,negative,1.0,Customer Service Issue,United,"@united tried calling too, but w/25 min phn wait means we'd miss options anyway"
791,570079699595980802,negative,1.0,Late Flight,United,@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?
792,570079676204347394,negative,1.0,Customer Service Issue,United,@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth
793,570079549914005504,negative,1.0,Cancelled Flight,United,"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund"
794,570079536815034368,neutral,0.6548,0,United,"@united i understand, thanks"
795,570079237350100993,negative,1.0,Customer Service Issue,United,"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please."
796,570079041547472896,negative,1.0,Late Flight,United,@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United
797,570078894008594432,negative,1.0,Customer Service Issue,United,@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement
798,570078733735821313,negative,1.0,Flight Attendant Complaints,United,"@united well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'"
799,570078718028222464,positive,0.688,0,United,@united man I can't wait to book my ticket now! Thanks JP you're a life sabe
800,570077847672328192,negative,1.0,Cancelled Flight,United,"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like"
801,570076814585913344,negative,1.0,Cancelled Flight,United,@united flt 1249 Cancelled Flightled and I get email @3:30 AM? What happened to courtesy phn call? Had to book diff airline &amp; city
802,570074864708669440,negative,0.6386,Lost Luggage,United,"@united tag numbers 0016 964012, 0016 964077, 0016 964078 - let's find these bags."
803,570074833993670657,negative,1.0,Customer Service Issue,United,"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy"
804,570074583379939328,negative,1.0,Can't Tell,United,@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?
805,570073969690169344,neutral,0.7029,0,United,"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch."
806,570073757508726784,positive,0.6634,0,United,@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM
807,570072918094442496,negative,0.6352,Customer Service Issue,United,@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!
808,570072252026376192,neutral,1.0,0,United,@united Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation #. Need to add child to reservation.
809,570071999780933634,neutral,0.6464,0,United,"@united question:are there onboad 110 volt outlets in all planes? If so, where?"
810,570071482182692865,negative,0.6588,Can't Tell,United,@united Your website deserves a new design. #html5 FTW!
811,570070877351469057,negative,1.0,Lost Luggage,United,@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW
812,570069236971806720,neutral,0.631,0,United,@united Twitter isn't letting me DM you..
813,570068435805310976,neutral,0.732,0,United,@united I hope so too
814,570067529206358016,negative,1.0,Customer Service Issue,United,@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.
815,570067181733580800,negative,1.0,Lost Luggage,United,@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.
816,570067079253991424,negative,0.7055,Lost Luggage,United,@united Not encouraged that I'll have my CPAP tonight.
817,570066805810601985,negative,1.0,Lost Luggage,United,@united Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery
818,570066634976555008,neutral,1.0,0,United,@United an idea: monitor mileage members travel patterns enough to know when they change jobs/lose status...and make the transition easier.
819,570066450796257280,negative,1.0,Late Flight,United,@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??
820,570066391388172290,negative,1.0,Flight Attendant Complaints,United,"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!"
821,570065109420101633,negative,0.6957,Lost Luggage,United,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD."
822,570065037231927296,neutral,0.6548,0,United,@united where is my flight voucher?
823,570063869596475394,negative,1.0,Late Flight,United,"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable."
824,570063826508320769,negative,1.0,Can't Tell,United,@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.
825,570063574858493952,negative,1.0,Lost Luggage,United,@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.
826,570063450174464000,negative,1.0,Bad Flight,United,@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!
827,570063224328081408,negative,1.0,Flight Attendant Complaints,United,"@united Flight attendant never served me my beverage (tea), and not once checked up on me. What gives? #ua6076 #notcool"
828,570061339604987904,negative,0.6688,Can't Tell,United,@united load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?
829,570060997907447810,negative,0.7,Late Flight,United,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.
830,570059605662834688,negative,1.0,Can't Tell,United,@united @AmericanAir spent hundreds to rectify the situation and you guys go quiet
831,570059565947101184,negative,1.0,Late Flight,United,@united UA276 sitting at EWR nearly an hour after sked.  Pilot says computers down but no clue when we will leave.  Can you help?
832,570059530567962624,negative,1.0,Can't Tell,United,@united @AmericanAir so that's it? It just ends there? Come on! I traveled for literally an extra day and a half because of this!
833,570058986025672704,positive,0.6702,0,United,@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY
834,570058190647271424,positive,0.3388,0,United,"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA"
835,570057930332102656,positive,1.0,0,United,@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f
836,570057601976631296,negative,1.0,Damaged Luggage,United,@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.
837,570057521353764864,negative,1.0,Bad Flight,United,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?
838,570057178687475712,negative,1.0,Customer Service Issue,United,@united was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going
839,570056648137576449,negative,1.0,Late Flight,United,"@united 5 gate changes, two delays.  Even the crew thinks the airline sucks"
840,570055898367799296,negative,1.0,Cancelled Flight,United,@united I'm very frustrated and have wasted 2 days now due to your equipment failures.
841,570055700790931456,negative,1.0,Customer Service Issue,United,@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!
842,570055285500469248,negative,1.0,Customer Service Issue,United,"@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?"
843,570054647689322496,positive,1.0,0,United,@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.
844,570054574389788672,negative,1.0,Customer Service Issue,United,@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2)
845,570054360505323520,negative,1.0,Customer Service Issue,United,"@united It's taken ~3 weeks for Cust Care to respond to Case #8477733, requesting a refund for wi-fi not working. Where can I get an update?"
846,570053912214024193,positive,1.0,0,United,@united I appreciate your efforts getting me home!
847,570053838499143680,negative,1.0,Flight Booking Problems,United,@united That's correct—I've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2)
848,570053734639792129,negative,1.0,Late Flight,United,@united Today was not your finest. All could have been prevented by one gate agent advising 200 passengers.
849,570053482029277184,negative,1.0,Late Flight,United,@united  what is the real deal with the delay on flight UA 1032 from Denver to Vegas?
850,570053417311342593,negative,1.0,Flight Attendant Complaints,United,@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.
851,570051875652767744,negative,1.0,Bad Flight,United,@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.
852,570051265373171712,negative,1.0,Late Flight,United,@united lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.
853,570051191943483392,neutral,0.6684,0,United,"@united rebooting Chicago dispatch system, need @pivotalcf as I'm tired of sitting on planes"
854,570050891929280512,positive,1.0,0,United,"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while.."
855,570050785490419712,negative,1.0,Customer Service Issue,United,"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn."
856,570050323017920512,neutral,0.6702,0,United,@united the aircraft closest to gate was for the other flight and the one closest to our gate was going to Chicago.
